lat,lon,altft,type,rwys,icao,name
30.03771416,-94.39602278,45,1,1,XS27,Farm Air Service
-19.6213,17.19885,4517,1,1,FY11,Farm Dabib
26.24896222,-97.56498667,25,1,1,XS64,Farm Services Inc
39.68305555,-85.84416667,825,1,1,IN98,Farm Strip
43.53067166,-123.54898223,230,1,1,94OR,Farm Yard Field
30.76685638,-88.60002278,130,1,1,MS98,Farmco Field
23.93332777,-76.31666666,9,1,1,MYE3,Farmer's Cay
26.13563138,-97.69471362,35,1,1,30TX,Farmers Co-Op
40.44286833,-76.44162723,495,1,1,9N7,Farmers Pride
39.67649916,-76.03689223,445,1,2,1W6,Farmington
37.7612555,-90.4284985,947,1,1,KFAM,FARMINGTON RGNL
37.35846300,-078.43819400,417,1,1,KFVX,Farmville Rgnl
51.27931805,-000.77736169,238,1,1,EGLF,Farnborough
39.09989333,-121.93441417,50,1,1,9Q9,Farnsworth Ranch Airstrip
43.19173222,-76.88440612,420,1,1,8B4,Farnsworths Air Strip
62.2074985,-133.37584,2351,1,1,CZFA,FARO
37.02105000,-007.96834500,24,1,1,LPFR,Faro
39.6225,-84.48305556,990,1,1,OI36,Farpoint Airfield
-10.10961,51.1761195,10,1,1,FSFA,FARQUHAR
42.12766083,-120.48384945,4775,1,1,OR26,Farr
43.77869361,-70.01310334,70,1,1,ME33,Farr Field
41.78054333,-93.37937584,916,1,1,IA56,Farrar
61.80887666,-147.85934639,1875,1,1,28AK,Farrars
-33.84305850,138.77545760,1342,1,2,YFFT,Farrell Flat
36.967527495,-88.5652700675,338,1,2,KY29,Farrington Airpark
39.58819055,-94.78382278,1054,1,1,89K,Farris Strip
51.33361551,000.59799018,420,1,1,EGMF,Farthing Corner
43.91668111,-83.2749575,600,1,1,25MI,Farver Field
50.73717944,-003.18583967,771,1,4,EG36,Farway Common
34.3822975,-103.01772306,4115,1,1,30XS,Farwell Spraying Service Inc
28.892361,53.7233335,4261,1,1,OISF,FASA
-13.3120665,48.314821,36,1,1,FMNN,FASCENE
43.057805,-82.67686945,735,1,1,MI01,Fasel Field
64.9318771,-14.0612059,15,1,1,BIFF,Faskrudsfjordur
52.9174861666667,10.1880993333333,245,1,3,ETHS,FASSBERG
45.0303475,-99.112607,1569,1,1,3FU,FAULKTON MUNI
41.10286138,-76.80551695,565,1,1,7PA5,Fauser
30.27271166,-96.35496445,8,1,1,TA35,Faust Farm
20.946839,-97.375068,10,1,1,MM31,FAUSTO VEGA SANTANDER
49.0286695,1.2198665,464,1,1,LFOE,FAUVILLE
39.34815861,-77.33609556,490,1,1,3MD0,Faux-Burhans
28.93775416,-95.75023167,25,1,1,0T2,Fay Ranch
17.917053,19.111079,771,1,1,FTTY,FAYA LARGEAU
43.61220000,006.70152200,741,1,2,LFMF,Fayence
38.0267775,-81.11982445,1960,1,1,I89,Fayette
39.570404,-83.4205155,980,1,1,I23,FAYETTE CO
35.2077055,-89.394458,436,1,1,KFYE,FAYETTE COUNTY
29.907978,-96.9500125,324,1,1,3T5,FAYETTE RGNL AIR CNTR
35.0597,-86.5640095,984,1,1,KFYM,FAYETTEVILLE MUNI
34.99157700,-078.88547500,189,1,2,KFAY,Fayetteville Rgnl Grannis Fld
-15.649166665,-46.443055555,1871,1,1,SIQZ,Faz Carolina
-21.84555556,-43.187499995,2300,1,1,SNJL,Faz do Rochedo
-12.15416667,-51.68694444,1108,1,1,SISB,Faz. Eldorado - Agropecuaria Paleana S
-6.61638889,-48.99583333,633,1,1,SIHI,FAZ. Itaipavas
-7.07638889,-52.93472222,804,1,1,SNJZ,Faz. Santa Izabel do Porto Seguro da J
-15.85916667,-60.044722215,675,1,1,SWVS,Faz. Sto Ant do Guapore - Baia do Padr
-16.009444445,-59.928055565,709,1,1,SWVF,Faz. Sto. Antonio do Guapore - Sede No
-21.67361111,-54.03583333,1155,1,1,SJXW,Fazenda 3M
-21.29472222,-54.479722225,1519,1,1,SWIZ,Fazenda 7 Reis
-18.68,-57.225,348,1,1,SJED,Fazenda Abath
-12.965,-45.97611111,2657,1,1,SJAX,Fazenda Acalanto
-15.074444445,-51.15888889,804,1,1,SJUS,Fazenda Acara
-23.001111115,-54.699444445,1224,1,1,SSFD,Fazenda Acaraja
-16.834444445,-53.83527778,2241,1,1,SWYW,Fazenda Adriana
-4.32222222,-46.22833333,1001,1,1,SNHW,Fazenda Agro-Marata
-15.687321,-52.2664485,1119,1,1,SWWL,FAZENDA AGROCENTRO
-14.44444444,-58.297777785,705,1,1,SSUT,Fazenda Agrofel
-13.6625,-56.48277778,1201,1,1,SJGN,Fazenda Agromar
-19.99055556,-50.26611111,1562,1,1,SJEY,Fazenda Agronet
-11.94722222,-45.72527778,2464,1,1,SNBB,Fazenda Agronol
-23.59888889,-55.1425,1263,1,1,SNOQ,Fazenda Agropecuaria Crioulo
-9.7875,-57.62444444,1188,1,1,SWOP,Fazenda Agropecuaria Embu
-7.6225,-56.06833333,860,1,1,SWYJ,Fazenda Agropecuaria FR LTDA
-23.64138889,-49.15083333,2166,1,1,SWAM,Fazenda Agropecuaria Gomes
-19.71666667,-52.725555555,1410,1,1,SSAG,Fazenda Agropecuaria Lobo Ltda
-15.61416667,-58.900277775,1001,1,1,SNLM,Fazenda Agropecuaria Rancho 11
-11.66333333,-52.850000005,1083,1,1,SWEH,Fazenda Agroplan
-11.66333333,-52.85,1083,1,1,SJXG,Fazenda Agroplan
-11.522222215,-52.401388895,1201,1,1,SDKX,Fazenda Agrovas
-5.94777778,-56.55472222,518,1,1,SNYR,Fazenda Agua Azul
-5.96111111,-47.39222222,495,1,1,SNJC,Fazenda Agua Boa
-21.58361111,-52.87222222,1264,1,1,SSUR,Fazenda Agua Branca
-19.94694444,-48.033611115,2211,1,1,SNAF,Fazenda Agua Comprida
-14.642222215,-56.238888895,1313,1,1,SIOK,Fazenda Agua Doce
-22.86722222,-54.44083333,1201,1,1,SIWP,Fazenda Agua Doce
-12.39888889,-50.05472222,738,1,1,SWGU,Fazenda Agua Fria
-21.03027778,-50.925833325,1378,1,1,SNPN,Fazenda Agua Fria
-14.75472222,-50.3775,1175,1,1,SWDY,Fazenda Agua Fria
-13.67083333,-57.89555556,1804,1,1,SJAF,Fazenda Agua Limpa
-15.28944444,-58.530277785,1181,1,1,SWDZ,Fazenda Agua Limpa
-9.97027778,-67.48666667,640,1,1,SDNQ,Fazenda Agua Limpa
-13.40722222,-54.75194444,1623,1,1,SWKG,Fazenda Agua Limpa
-18.11777778,-56.64111111,407,1,1,SJES,Fazenda Agua Pe
-14.138056,-51.4663885,794,1,1,SIPG,FAZENDA AGUA PRETA
-22.12361111,-57.10388889,745,1,1,SNNZ,Fazenda Agua Turva
-14.07277778,-57.45472222,2037,1,1,SWAV,Fazenda Agua Verde
-23.325,-54.50472222,1220,1,1,SNZC,Fazenda Aguas Claras
-3.328055555,-46.78027778,410,1,1,SNAD,Fazenda Aguia Branca
-22.78972222,-54.59777778,1263,1,1,SJSA,Fazenda Aimores
-21.815231,-47.901932,2434,1,1,SDAL,FAZENDA ALAMO
-17.05,-56.08333333,571,1,1,SSXC,Fazenda Alaska I
-17.16027778,-56.56972222,551,1,1,SSXB,Fazenda Alaska II
-18.21638889,-55.15888889,394,1,1,SSLK,Fazenda Aldeia
-20.06472222,-55.70166667,410,1,1,SSQU,Fazenda Alegrete - Retiro Caranda
-16.66805556,-54.385833325,942,1,1,SNWN,Fazenda Alianca
-15.2925,-58.31444444,984,1,1,SWYH,Fazenda Alianca
-21.467222,-48.36722196,2034,1,1,SDAY,Fazenda Altair
-17.845,-54.76888889,1640,1,1,SDNZ,Fazenda Alto do Piquiri
-24.29472222,-53.25,1312,1,1,SSVD,Fazenda Alvorada
-22.525,-50.0458333,1896,1,1,SDGT,Fazenda Alvorada
-7.3175,-48.76277778,682,1,1,SNHC,Fazenda Alvorada
-10.3919905,-48.67925,943,1,1,SWFQ,FAZENDA ALVORADA
-13.375,-46.8975,1742,1,1,SJTN,Fazenda Alvorada do Caxingo
-12.871944445,-56.74194444,1001,1,1,SSXK,Fazenda Alvorada do Marape
-11.884722225,-58.631666675,1030,1,1,SWLA,Fazenda Amalia
-21.4440085,-47.3708555,2318,1,1,SDFH,FAZENDA AMALIA
-13.79972222,-50.48916667,985,1,1,SIWR,Fazenda Amazonas
-18.14694444,-41.714444445,1106,1,1,SWZL,Fazenda Americana
-12.628055555,-55.944999995,1264,1,1,SIQY,Fazenda Amizade
-21.690833325,-57.47416667,400,1,1,SSAV,Fazenda Amonguija
-17.78194444,-53.461111115,2766,1,1,SJIJ,Fazenda Amparo
-21.70833333,-57.74055556,279,1,1,SDWU,Fazenda Anahi
-15.41222222,-58.826388895,1214,1,1,SWLX,Fazenda Analice
-19.831666665,-54.82944444,1194,1,1,SJHT,Fazenda ANB
-7.54805556,-49.20805556,643,1,1,SSYD,Fazenda Andorinha I
-19.37638889,-57.45277778,511,1,1,SSJO,Fazenda Angico
-20.9275,-50.743333305,1181,1,1,SDGY,Fazenda Anhagai
-14.6425205,-59.449136,951,1,1,SWYM,FAZENDA ANHANGUERA
-22.1225,-52.19777778,1001,1,1,SDZU,Fazenda Anhumas
-22.0425,-52.29138889,955,1,1,SIEC,Fazenda Anhumas II
-22.08222222,-54.20111111,1083,1,1,SIVQ,Fazenda Annalu
-15.18027778,-40.092777775,827,1,1,SIXI,Fazenda Antonio Andrade
-21.498055555,-50.10111111,1510,1,1,SJCO,Fazenda Aparecida
-12.844722215,-56.976944445,1004,1,1,SWCY,Fazenda Aparecida do Norte
-15.33361111,-57.31722222,951,1,1,SWAP,Fazenda Apemag
-15.190833325,-57.707500005,493,1,1,SWNL,Fazenda Aracatuba
-6.976944445,-49.19944444,541,1,1,SNVP,Fazenda Aracatuba
-14.53138889,-50.41138889,1100,1,1,SJCL,Fazenda Aracatuba
-22.09,-52.675,1231,1,1,SJGZ,Fazenda Aracatuba
-21.34333333,-51.251666675,1401,1,1,SDXU,Fazenda Aracatuba
-17.3975,-53.71861111,2198,1,1,SIIQ,Fazenda Aracoxim
-8.7425,-50.2075,797,1,1,SSWP,Fazenda Araguaia
-15.49472222,-58.39944444,902,1,1,SWZF,Fazenda Araguari
-13.33666667,-53.95777778,2126,1,1,SIGO,Fazenda Araguari
-15.04138889,-58.72916667,1345,1,1,SWTN,Fazenda Arapucel
-17.001944435,-56.46027778,459,1,1,SWZB,Fazenda Arara Azul
-23.308333335,-49.089166675,2166,1,1,SIYF,Fazenda Araras
-19.62972222,-55.25194444,1493,1,1,SIAO,Fazenda Araras
-13.404722225,-52.848333335,1279,1,1,SJWE,Fazenda Arariba
-17.58277778,-54.64083333,1886,1,1,SSBK,Fazenda Araruna
-4.1513115,-50.1633095,604,1,1,SNRR,FAZENDA ARATAU
-11.5675,-58.02611111,951,1,1,SWEB,Fazenda Arauna
-28.55083333,-51.59611111,2311,1,1,SSTD,Fazenda Arco de Canto
-16.938333335,-53.578333335,2516,1,1,SWDC,Fazenda Arco-iris
-11.78388889,-58.45333333,1073,1,1,SIJU,Fazenda Areia Branca
-8.948055555,-50.51305556,807,1,1,SIDJ,Fazenda Arpa
-14.369444445,-54.0025,1499,1,1,SJRT,Fazenda Arrendamento
-14.3531045,-56.713835,1306,1,1,SWRZ,FAZENDA ARROSSENSAL
-13.082777775,-51.58638889,968,1,1,SWAR,Fazenda Aruana
-21.523333325,-56.611666675,754,1,1,SSLU,Fazenda Aurora
-21.49111111,-53.20388889,1194,1,1,SSUC,Fazenda Aurora II
-21.4525,-53.35333333,1214,1,1,SNUL,Fazenda Aurora III
-21.97416667,-54.14777778,1116,1,1,SJPL,Fazenda Australia
-21.188647,-49.9360905,1444,1,1,SDWH,FAZENDA AVANHANDAVA
-10.05277778,-56.82555556,1050,1,1,SWQW,Fazenda Bacaeri
-5.65833333,-43.70555556,584,1,1,SSDI,Fazenda Bacatuba
-8.382777775,-46.44222222,1815,1,1,SJFB,Fazenda Bacuri
-17.97083333,-50.32055556,1591,1,1,SSTP,Fazenda Baessa
-22.84277778,-55.57055556,1837,1,1,SNQZ,Fazenda Bagagem
-21.456388895,-57.14027778,1191,1,1,SSBU,Fazenda Baguacu - Miragem
-16.92138889,-54.07416667,6234,1,1,SIRU,Fazenda Bahia
-16.727777775,-57.23333333,3,1,1,SNQR,Fazenda Bahia - Don Bosco
-20.278055555,-57.23388889,507,1,1,SNWE,Fazenda Baia da Bugra
-21.19388889,-57.63833333,351,1,1,SDVQ,Fazenda Baia das Conchas
-17.56777778,-55.28833333,453,1,1,SSBH,Fazenda Baia do Lara
-17.01277778,-44.79027778,1720,1,1,SJBU,Fazenda Balaurte
-17.01277778,-44.79027778,1719,1,1,SITI,Fazenda Baluarte
-20.58,-49.079722,1673,1,1,SDZS,FAZENDA BANANEIRA
-22.000555565,-50.597777775,1450,1,1,SNZY,Fazenda Bandeira
-14.44638889,-50.53611111,899,1,1,SIVP,Fazenda Bandeirante
-19.412222225,-55.54972222,375,1,1,SJDX,Fazenda Bandeirantes
-13.70722222,-50.64777778,935,1,1,SSDS,Fazenda Bandeirantes
-17.99138889,-49.53527778,1969,1,1,SIWM,Fazenda Bandeirantes
-20.883333335,-57.41777778,499,1,1,SDTR,Fazenda Bandeirantes
-22.60888889,-53.44722222,813,1,1,SSTS,Fazenda Bandeirantes
-17.86194444,-56.703055565,361,1,1,SJZD,Fazenda Bandeiras
-23.839444435,-51.90277778,1247,1,1,SJBW,Fazenda Barbacena
-20.808333335,-48.221944445,1608,1,1,SDJZ,Fazenda Barra do Agudo
-20.87277778,-53.21083333,1083,1,1,SIUA,Fazenda Barra do Lagoa
-21.246944435,-50.490277785,1345,1,1,SDTT,Fazenda Barra do Traitu
-21.98805556,-54.23861111,1083,1,1,SSDE,Fazenda Barra Dourada
-23.59055556,-50.041111105,1772,1,1,SSWV,Fazenda Barra Grande
-14.049444435,-60.15194444,725,1,1,SJJU,Fazenda Barra Mansa
-21.319722215,-54.735277785,1608,1,1,SSFQ,Fazenda Barra Nova
-19.57777778,-56.15222222,502,1,1,SSOQ,Fazenda Barranco Alto
-15.63666667,-57.46805556,558,1,1,SIQX,Fazenda Barranquinho
-16.946388885,-56.39277778,377,1,1,SWBN,Fazenda Barreirinhos
-9.90722222,-48.635000005,1033,1,1,SNRW,Fazenda Barreiro
-17.054166665,-50.92833333,2461,1,1,SJRR,Fazenda Barreiro
-20.3475,-48.7725,1857,1,1,SDWN,Fazenda Barreiro Grande
-13.70777778,-46.735833325,1965,1,1,SJGY,Fazenda Barriguda
-19.825277785,-57.218055555,299,1,1,SWQO,Fazenda Barro Preto
-13.335277785,-46.90111111,1578,1,1,SWQX,Fazenda Barro Preto
-22.161944435,-50.965000005,1968,1,1,SDQK,Fazenda Bartira
-23.560278,-54.0338875,970,1,1,SSIF,FAZENDA BAUNILHA
-5.296944445,-35.53666667,131,1,1,SNZO,Fazenda Bebida Velha
-11.79416667,-38.09083333,555,1,1,SJIU,Fazenda Beija-Flor
-18.71944444,-53.337500005,2100,1,1,SIKY,Fazenda Beira Rio
-10.37111111,-55.81861111,820,1,1,SWBT,Fazenda Beira Rio
-10.90083333,-55.85833333,1096,1,1,SWKV,Fazenda Beira Rio
-7.550277775,-56.1725,820,1,1,SIAX,Fazenda Beira Rio
-20.01861111,-50.89916667,1198,1,1,SJAR,Fazenda Bela Manha
-22.93111111,-55.05444444,1256,1,1,SJXV,Fazenda Bela Vista
-21.44861111,-54.48861111,1083,1,1,SIBV,Fazenda Bela Vista
-7.9875,-50.63166667,1037,1,1,SNVA,Fazenda Bela Vista
-6.8709385,-48.534911,561,1,1,SB29,FAZENDA BELA VISTA
-0.27138889,-48.575,66,1,1,SNZF,Fazenda Bela Vista
-10.055555555,-56.99111111,899,1,1,SWHJ,Fazenda Bela Vista
-18.20666667,-56.809444435,331,1,1,SSZB,Fazenda Bela Vista
-19.04833333,-48.97222222,1984,1,1,SNGK,Fazenda Bela Vista
-19.03194444,-53.671111115,2017,1,1,SSBA,Fazenda Bela Vista
-18.67416667,-55.89472222,262,1,1,SSWW,Fazenda Belem
-27.81722222,-49.233888895,3445,1,1,SJHN,Fazenda Belluno
-6.27277778,-55.78583333,764,1,1,SNXD,Fazenda Beradao
-22.00277778,-54.901111105,1368,1,1,SSHD,Fazenda Bipandora II
-21.249166665,-52.28944444,1155,1,1,SSBS,Fazenda Boa Esperanca
-4.131666665,-48.68638889,285,1,1,SWHY,Fazenda Boa Esperanca I
-14.64472222,-49.81638889,1553,1,1,SWHA,Fazenda Boa Esperanca Soberbinho
-19.876944445,-47.679722225,2461,1,1,SNAW,Fazenda Boa Fe
-10.005,-49.49194444,741,1,1,SWBF,Fazenda Boa Fortuna
-10.84222222,-37.20388889,167,1,1,SNLU,Fazenda Boa Luz
-21.91527778,-53.517499995,1099,1,1,SIGL,Fazenda Boa Sorte
-21.918888885,-50.63638889,1398,1,1,SNKW,Fazenda Boa Sorte
-17.21111111,-46.61444444,2002,1,1,SIHV,Fazenda Boa Sorte
-20.91305556,-55.013611105,1083,1,1,SSBW,Fazenda Boa Sorte
-22.0425,-47.56,2434,1,1,SSMV,Fazenda Boa Vista
-19.43555556,-55.06277778,1100,1,1,SDXT,Fazenda Boa Vista
-23.636944445,-55.18444444,1231,1,1,SIMI,Fazenda Boa Vista
-12.83333333,-61.35,866,1,1,SNNX,Fazenda Boa Vista
-15.089444445,-56.373333335,688,1,1,SWQM,Fazenda Boa Vista
-9.431944445,-49.59111111,669,1,1,SNLZ,Fazenda Boca da Mata
-20.76694444,-56.706111115,1050,1,1,SIEV,Fazenda Boca de Onca
-15.346388885,-56.71111111,1037,1,1,SWFO,Fazenda Bocaina
-18.465555555,-56.763333325,394,1,1,SJZO,Fazenda Boi Branco
-4.56916667,-47.47111111,699,1,1,SNHU,Fazenda Bola Sete
-22.93611111,-44.09861111,16,1,1,SDCZ,Fazenda Bom Jardim
-17.900277775,-50.12361111,1693,1,1,SIQM,Fazenda Bom Jardim
-12.96638889,-46.56527778,2067,1,1,SWJM,Fazenda Bom Jesus
-18.18277778,-56.7825,404,1,1,SJEQ,Fazenda Bom Jesus
-15.54222222,-51.01777778,895,1,1,SWMH,Fazenda Bom Pastor
-22.799166665,-50.046111105,1617,1,1,SIAR,Fazenda Bom Retiro
-17.60861111,-46.70388889,2454,1,1,SNSA,Fazenda Bom Sucesso
-7.89361111,-56.3875,600,1,1,SNXO,Fazenda Bom Sucesso
-20.676375,-51.030736,1200,1,1,SDFA,FAZENDA BONANCA
-19.05083333,-54.065,1252,1,1,SSDJ,Fazenda Bonanza
-5.157222225,-45.91555556,928,1,1,SIKN,Fazenda Bonanza
-23.68753369,-47.5574179,2316,1,1,SDBN,Fazenda Bonanza
-22.155,-49.28777778,1713,1,1,SJEJ,Fazenda Bonanza
-20.38277778,-51.19555556,1181,1,1,SNWM,Fazenda Bonito
-12.06194444,-51.533055565,1066,1,1,SSZV,Fazenda Bordolandia
-16.9275,-56.23305556,489,1,1,SIVV,Fazenda Borereo
-10.222222225,-64.34333333,535,1,1,SJNN,Fazenda Botelho
-14.47027778,-53.667777775,1001,1,1,SNBE,Fazenda Botuvera
-9.525,-55.04222222,1417,1,1,SWDF,Fazenda Braco Forte
-15.03416667,-52.317222215,1001,1,1,SSQS,Fazenda Brasil
-18.371666675,-54.92888889,752,1,1,SJFN,Fazenda Brasil Novo
-22.705,-54.60833333,1296,1,1,SSLX,Fazenda Brasilia do Sul
-12.825,-46.245,3145,1,1,SJOX,Fazenda Brinquinho
-20.24055556,-52.386666665,1270,1,1,SJZE,Fazenda Brioso
-20.423055565,-48.56722222,1755,1,1,SDFB,Fazenda Brumado
-19.35444444,-56.79305556,299,1,1,SIZT,Fazenda Buriti
-15.465,-55.6225,2451,1,1,SJTB,Fazenda Buriti
-12.3024625,-45.5139235,2408,1,1,SSNW,FAZENDA BURITI
-17.9175,-45.4025,3045,1,1,SDYI,Fazenda Buritiz
-12.90166667,-45.499999995,1201,1,1,SJGC,Fazenda Busato 1
-13.23861111,-43.73611111,1500,1,1,SJZT,Fazenda Busato II
-21.62388889,-54.81083333,1312,1,1,SSCM,Fazenda Cacadinha
-17.575,-50.175,1918,1,1,SWZH,Fazenda Cacapava
-17.08916667,-53.331666665,2795,1,1,SWAT,Fazenda Cachoeira
-12.59666667,-49.518055555,752,1,1,SJFK,Fazenda Cachoeira
-14.603333335,-57.79722222,1070,1,1,SWTJ,Fazenda Cachoeira
-20.759722225,-55.571944445,1188,1,1,SIIT,Fazenda Cachoeira
-21.43111111,-54.37694444,1247,1,1,SIOF,Fazenda Cachoeira
-8.780555555,-50.96888889,1020,1,1,SJYH,Fazenda Cachoeira Alta
-20.89194444,-53.404166675,1733,1,1,SIIE,Fazenda Cachoeira Branca
-21.288333335,-53.71055556,1211,1,1,SINS,Fazenda Cachoeira do Lontra
-20.02138889,-53.21611111,1083,1,1,SJWW,Fazenda Cachoeira Preta
-21.59722222,-53.225000005,1053,1,1,SSCH,Fazenda Cachoeirao
-20.043333335,-51.474722225,1539,1,1,SSOP,Fazenda Cachoeirinha
-20.38222222,-56.26888889,722,1,1,SIFC,Fazenda Cachoeirinha
-19.37027778,-47.12888889,3281,1,1,SJVL,Fazenda Cachoeirinha
-22.43805556,-55.23166667,1476,1,1,SNWF,Fazenda Cachoeirinha
-20.77666667,-52.77722222,1348,1,1,SJJB,Fazenda Cacique
-19.81527778,-53.825833325,2199,1,1,SIGU,Fazenda Cafe no Bule
-24.06998104,-046.82965086,39,1,1,SDCR,Fazenda Caicara
-4.23861111,-48.47666667,577,1,1,SDXI,Fazenda Cajueiro
-14.450277785,-57.800555555,1831,1,1,SJTG,Fazenda Calcario Tangara
-18.036666675,-50.19944444,1549,1,1,SJFO,Fazenda California
-20.43083333,-48.605,1856,1,1,SDWD,Fazenda California
-21.74388889,-50.9475,1450,1,1,SSWE,Fazenda California
-18.03694444,-55.715833335,486,1,1,SDSA,Fazenda California
-5.813333335,-44.13777778,689,1,1,SNEN,Fazenda Calumbi
-14.118055565,-57.341111105,2756,1,1,SNQI,Fazenda Camagril Agropecuaria
-21.88805556,-54.295277775,1113,1,1,SSWR,Fazenda Campana
-20.375,-56.54194444,558,1,1,SNQO,Fazenda Campanario
-22.78472222,-55.07416667,1362,1,1,SDTD,Fazenda Campanario
-22.784722215,-55.07416667,1362,1,1,SSLQ,Fazenda Campanario
-9.1425,-67.44583333,699,1,1,SWKB,Fazenda Campina
-18.90555556,-56.35972222,328,1,1,SSKA,Fazenda Campinas
-11.7883335,-45.9647225,2418,1,1,SJJL,FAZENDA CAMPO ABERTO
-23.154952715,-49.208808685,2181,1,1,SDCL,Fazenda Campo Alegre
-19.45611111,-55.74083333,558,1,1,SJDN,Fazenda Campo Alegre
-16.844722225,-53.734444445,2625,1,1,SWJY,Fazenda Campo Alegre III
-13.037222215,-51.71388889,1099,1,1,SJNU,Fazenda Campo Alto
-17.50972222,-55.76888889,483,1,1,SIWY,Fazenda Campo Augusta
-18.73944444,-52.620000005,2657,1,1,SSCA,Fazenda Campo Bom
-12.67305556,-51.744444435,1165,1,1,SDOQ,Fazenda Campo Claro
-12.56166667,-49.86333333,1083,1,1,SJFL,Fazenda Campo Formoso
-20.2577055,-48.788561,1830,1,1,SDKO,FAZENDA CAMPO GRANDE
-19.09638889,-55.56972222,411,1,1,SIYE,Fazenda Campo Helio
-13.44694444,-57.78111111,1804,1,1,SDLW,Fazenda Campo Real
-20.61861111,-52.01805556,1197,1,1,SJZF,Fazenda Campo Triste
-18.93305556,-53.06944444,2608,1,1,SSWC,Fazenda Campo Verde
1.042777775,-50.51666667,49,1,1,SNKV,Fazenda Campo Verde
-22.65166667,-53.50777778,984,1,1,SSIX,Fazenda Campo Verde
-21.832222215,-46.955555565,2329,1,1,SDVA,Fazenda Campo Vitoria
-17.17694444,-46.297500005,1772,1,1,SNNB,Fazenda Cana Brava
-23.07138889,-49.4325,2021,1,1,SIBN,Fazenda Canaa
-5.59111111,-43.31777778,689,1,1,SNPF,Fazenda Canabrava
-17.3188885,-50.3202775,1841,1,1,SJER,FAZENDA CANADA
-15.024317,-44.039043,1518,1,1,SNZK,FAZENDA CANADA
-15.595277775,-51.25722222,951,1,1,SWKA,Fazenda Canada
-15.04222222,-51.40055556,889,1,1,SWXA,Fazenda Canadazinho
-18.548055555,-50.38111111,1699,1,1,SWWG,Fazenda Canamari
-16.10388889,-60.00416667,1076,1,1,SDZE,Fazenda Candelaria
-7.54,-44.8225,1280,1,1,SJZS,Fazenda Canel
-17.44277778,-53.80888889,2549,1,1,SJKJ,Fazenda Cangaia
-11.9775,-49.90805556,787,1,1,SWCU,Fazenda Canuana
-21.69888889,-54.81388889,1050,1,1,SSGT,Fazenda Capao Alto
-20.711944445,-45.68944444,2657,1,1,SDIC,Fazenda Capao Seco
-20.07361111,-56.068333335,410,1,1,SSGH,Fazenda Capao Verde
-14.36,-57.91777778,2435,1,1,SJUK,Fazenda Capitao Verdi
-21.76472222,-54.32333333,709,1,1,SSGQ,Fazenda Capivari
-13.385555555,-46.775,1637,1,1,SWMG,Fazenda Caraibas
-15.65416667,-43.401666665,1811,1,1,SNJT,Fazenda Caraibas
-22.569444435,-55.63611111,2041,1,1,SDQE,Fazenda Carambola
-21.69388889,-50.93611111,1285,1,1,SDRU,Fazenda Caramuru
-22.126944435,-57.28944444,548,1,1,SJDW,Fazenda Caranda
-20.205555565,-57.06333333,541,1,1,SSDH,Fazenda Caranday
-12.900555565,-61.129999995,853,1,1,SIZR,Fazenda Carolina
-20.74694444,-55.357222225,932,1,1,SIEB,Fazenda Carrapicho
-17.568055565,-56.48805556,361,1,1,SWVY,Fazenda Carvalho
-14.83666667,-49.361388885,1871,1,1,SJSN,Fazenda Carvalho
-21.26361111,-49.79305556,1447,1,1,SDTO,Fazenda Cataco
-13.47333333,-48.45916667,2461,1,1,SJVV,Fazenda Catelani
-3.76333333,-48.17388889,754,1,1,SNGW,Fazenda Cauaxi
-14.60472222,-50.15277778,1050,1,1,SJGR,Fazenda Cavalgada Grande
-21.87083333,-55.7475,2280,1,1,SSVJ,Fazenda Cedro
-16.2042625,-55.3987015,2310,1,1,SWCE,FAZENDA CEDRO
-21.541666665,-54.66166667,1070,1,1,SSCJ,Fazenda Celeiro
-19.45805556,-56.045277775,426,1,1,SSHU,Fazenda Centenario
-12.65777778,-54.82777778,1214,1,1,SWMT,Fazenda Centro da Mata
-23.04333333,-45.77555556,1913,1,1,SDIP,Fazenda Centro de Voo a Vela Ipua
-11.7175,-58.25944444,984,1,1,SWKZ,Fazenda Cerejal
-18.278888885,-51.23527778,1969,1,1,SSFC,Fazenda Cerradao
-21.18861111,-55.73444444,1191,1,1,SDQL,Fazenda Cerro Azul
-22.031944445,-57.46805556,502,1,1,SJJD,Fazenda Cerro Pora
-23.812777775,-55.05777778,1250,1,1,SSVE,Fazenda Cerro Verde
-14.16444444,-57.162777785,2001,1,1,SIIZ,Fazenda Chalana
-2.327222225,-47.65111111,126,1,1,SNOK,Fazenda Chao de Estrelas
-12.0675,-52.82611111,1099,1,1,SSAT,Fazenda Chapadao
-13.41083333,-55.67388889,1450,1,1,SITV,Fazenda Chapadao
-15.50194444,-57.767222225,949,1,1,SJLB,Fazenda Chaparral
-20.844444435,-54.526111115,1509,1,1,SDRH,Fazenda Chaparral
-19.774444435,-55.52166667,519,1,1,SITX,Fazenda Chapeu de Pano
-10.00027778,-57.06722222,820,1,1,SWCH,Fazenda Charqueada Norte
-15.038333335,-52.09833333,821,1,1,SIDM,Fazenda Cibrapa
-15.415277775,-54.372222215,2028,1,1,SJPX,Fazenda Cidade Verde
-3.664444445,-48.83444444,298,1,1,SNKY,Fazenda Cikel
-18.865,-52.0475,2093,1,1,SISK,Fazenda Cimal
