icao,latitude,longitude,name
0N5,39.14955666,-75.50492306,[H] Deldot Helistop
CT23,41.94009694,-72.60592251,[H] Della
SDDW,-23.92111111,-46.21583333,[H] Delmar
50PN,40.39117888,-79.57115306,[H] Delmont Personal Use
YDLR,-20.15466909,149.07229,[H] DELORAINE ISLAND
48FD,26.43563,-80.12698834,[H] Delray Community Hosp Emergency Helist
9TA9,29.85216972,-95.40854945,[H] Delta Mechanical Inc
CT06,41.78898833,-72.6606475,[H] Delta One
SDDP,-23.5675,-46.64583333,[H] Delta Plaza
09X,33.41067166,-91.03427251,[H] Delta Regional Medical Center
21IS,38.61115944,-89.4953625,[H] Dennis Meier
TS58,33.21900777,-97.14695778,[H] Denton Regional Medical Ctr Flow Campu
CO99,40.18720694,-105.12665028,[H] Denver Artcc
CO39,39.72332027,-105.11081862,[H] Denver Federal Center Helistop
CO41,39.68748722,-104.95970306,[H] Denver Police Department-District 3
04CO,39.72943111,-105.00942667,[H] Denver Water Department
8TA2,33.65038361,-96.60943639,[H] Department of Public Safety
6TX0,33.59175166,-101.84766639,[H] Department of Public Safety
OI48,39.95978611,-83.04407362,[H] Department of Transportation
UT62,40.75692111,-111.84217084,[H] Department of Veterans Affairs
MO92,38.75005111,-90.43345084,[H] Depaul Health Center
8IS3,38.97338166,-90.46122723,[H] Dept of Corrections
XS84,29.36134638,-98.44918223,[H] Dept of Public Safety
SDDA,-23.64222222,-46.53277778,[H] Deputado Adib Chammas
3IA3,41.59415583,-93.60077278,[H] Des Moines General Hospital
5MI0,42.35698194,-83.05769917,[H] Detroit Medical Center
SIDL,-23.55583333,-46.62472222,[H] Deus e Amor
91CA,33.93973611,-116.57473528,[H] Devers Substation
14L,34.25694722,-118.53147528,[H] Devonshire Area
TX28,29.7332875,-95.86384112,[H] Dewberry
68MO,36.80727527,-89.96814695,[H] Dexter Memorial Hospital
TE42,27.74864083,-97.38471389,[H] DFCH
8LA6,29.24188888,-89.38505417,[H] DGS
SIEU,-22.37333333,-48.69305556,[H] Diamante
06XS,29.68356222,-95.14465417,[H] Diamond
9TS0,29.78606472,-96.04329112,[H] Diamond E Ranch
LS15,29.89187166,-91.68039306,[H] Diamond Shamrock
9OI1,41.60060694,-83.68965862,[H] Dices Personal
IA99,43.41746222,-95.12388389,[H] Dickinson County Memorial Hospital
WV50,38.81230694,-81.69624001,[H] Dickirson
2MA1,42.32925944,-71.75423723,[H] Digita Training
NH47,42.7109225,-71.45784278,[H] Digital
MA79,42.175925,-72.72481501,[H] Digital
2MA9,42.63925833,-71.22450278,[H] Digital
MA81,42.55508888,-71.92563112,[H] Digital
3MA0,42.50981666,-71.13644306,[H] Digital
MA91,42.41842694,-71.44728445,[H] Digital
2MA2,42.32648416,-71.40950528,[H] Digital
7MA1,42.49342527,-71.54367667,[H] Digital - Box 2
7MA0,42.49870361,-71.47756362,[H] Digital - Boxboro
MA39,42.6917575,-71.21561445,[H] Digital - Minuteman
01MA,42.62509222,-71.18006945,[H] Digital Dascomb Road
2MA0,42.33342583,-71.76590417,[H] Digital Headmaster
2MA4,42.54925833,-71.47256389,[H] Digital King Street
MA50,42.326205,-71.57617667,[H] Digital Marlboro
NH54,42.78758888,-71.24506084,[H] Digital New Salem
2MA5,42.42787111,-71.45756278,[H] Digital Powdermill
2MA8,42.43092611,-71.54173167,[H] Digital Stow
YDMB,-36.44970284,142.03300441,[H] DIMBOOLA
SDTH,-23.1475,-48.49527778,[H] DIMEP
SJDR,-23.91833333,-46.21277778,[H] Diplomata Empresarial SC LTDA
SDQJ,-22.98472222,-43.23611111,[H] Disco
CL31,34.05195638,-118.24479612,[H] District 07 Helistop
LS64,29.68854194,-90.98731945,[H] District 8 Emergency
OH47,39.32423111,-82.95198389,[H] District 9
OH80,39.43061444,-84.28327195,[H] District Nr 8
MN59,44.28940805,-93.25799306,[H] District One Hospital
SIHD,-23.59805556,-46.62222222,[H] Divena
3PS6,41.26007833,-76.9833,[H] Divine Providence Hospital
6LA2,29.58743611,-90.73842417,[H] Division B Office
47VA,36.79598138,-76.23799389,[H] Division Five
UI42,51.90528111,107.54626142,[H] Divizionnaya 041
SJVA,-23.59722222,-46.68555556,[H] Djy
SSSN,-21.79916667,-41.01888889,[H] Do Acu
63X,29.16553777,-81.02727778,[H] Doan
YDKL,-37.81955222,144.93634813,[H] DOCKLANDS
4IS9,39.72366194,-89.64176445,[H] Doctors Hospital
FD21,30.12799055,-83.57987028,[H] Doctors Hospital
MO97,38.82782861,-90.86263306,[H] Doctors Hospital-Wentzville
02FD,30.78518944,-85.67854195,[H] Doctors Memorial Hospital
MU01,36.49923222,-93.45851917,[H] Dogwood Canyon
LSXD,46.837686,9.465493,[H] Domat Ems
CA37,36.99050527,-121.98273917,[H] Dominican Santa Cruz Hospital
NK86,41.36676027,-74.24959362,[H] Doms
46WA,46.60901444,-120.61423528,[H] Don Williams - Private
SDDM,-22.945,-43.19694444,[H] Dona Marta
7G7,41.47587666,-81.95069639,[H] Donn
27NY,41.62148055,-74.24236945,[H] Dons
WS59,44.83221972,-87.35315278,[H] Door County Memorial Hospital
04X,25.8256525,-80.12115612,[H] Doral Ocean Beach Resort
00X,25.81287583,-80.33894084,[H] Doral Resort & Country Club
CO72,37.93999361,-107.84867501,[H] Doral Telluride
9W6,38.57178527,-76.06771751,[H] Dorchester General Hospital
5MA4,41.92454694,-70.77670473,[H] Double A
5MO8,39.26946138,-93.65438195,[H] Double E
OR01,43.21539361,-123.35701639,[H] Douglas Community Hospital
MY91,45.87357277,-95.37726001,[H] Douglas County Hospital
FA22,27.33337916,-82.43009473,[H] Dove
DE03,39.18344555,-75.52464612,[H] Dover Downs Helistop
00MI,43.94944944,-86.41674862,[H] Dow Chemical
MI28,43.59224888,-84.22443223,[H] Dow Division
4MA2,42.16287083,-72.55036528,[H] Dow Jones
MD67,39.04649805,-76.98358723,[H] Dow Jones & Co. Inc.
3NJ3,40.37038444,-74.58598917,[H] Dow Jones & Co. Inc.
91LL,37.84171222,-88.17253667,[H] Downen
7FD5,28.548335,-81.38090306,[H] Downtown
RI02,41.82121111,-71.40505612,[H] Downtown Providence Helistop
9PS3,40.30705055,-75.14656084,[H] Doylestown
TE25,31.64016444,-97.09194528,[H] DPS
SDRQ,-16.44055556,-39.08333333,[H] Dr. Rudolf Imanuel Schneider
SIHM,-3.80166667,-38.43361111,[H] Dragao do Ar
9T9,29.32329166,-94.78297334,[H] Dresser Industries Magcobar
HDRE,48.7275,1.384722,[H] Dreux Centre hospitalier
AR85,33.62010861,-91.82596473,[H] Drew Memorial Hospital
AL06,33.51594305,-87.25666584,[H] Drummond
MU67,39.01195,-94.51050917,[H] DST
PA10,41.11478361,-78.77530778,[H] Du Bois Regional Medical Center
SIQL,-26.48333333,-49.06416667,[H] Duas Rodas
UT61,40.33606472,-110.33960139,[H] Duchesne Co. Hospital
TS21,29.63467555,-95.27243556,[H] Dudleys
59NJ,40.304555,-74.10791862,[H] Due Process Stables
0FD4,29.36136138,-82.20815195,[H] Due Process Stables
RI24,41.45593611,-71.30504973,[H] Duke
NC92,36.00653194,-78.93861973,[H] Duke University North
1Y4,31.24823166,-90.40815223,[H] Dumay
38OK,34.52119083,-97.97225778,[H] Duncan Regional Hospital
6FD4,28.01974027,-82.78982445,[H] Dunedin
8OH1,40.83255527,-81.76207639,[H] Dunlap Memorial Hospital
23NC,34.96472222,-77.96166667,[H] Duplin General Hospital
8GA2,33.43013833,-82.12123028,[H] Dwight David Eisenhower Army Medical C
KJRB,40.70121361,-74.00902834,[H] Dwntn-Manhattan Wall St
ID46,46.51212444,-116.29319612,[H] Dworshak
HCER,42.45836000,003.16061600,[H] DZ Centre Bouffart Vercelli
HNAR,43.17370200,002.99132600,[H] DZ Heliport
HCAR,43.18941000,002.33908200,[H] DZ Hopital
HFOI,43.02508800,001.61794300,[H] DZ Hopital Val d Ariege
UU18,55.638325,37.82332,[H] Dzerzhinsky
LS30,32.4543125,-92.10846778,[H] E A Conway Hospital
49TS,33.0723425,-96.80888917,[H] E D S
43PN,40.23343027,-75.64407556,[H] E L Gruber
SC66,34.68485527,-81.73343501,[H] E M M D Plant
SJWZ,-23.59361111,-46.69,[H] E-Tower
3CO8,40.37165027,-105.51555362,[H] E.P.M.C.
NK92,40.71954527,-73.582905,[H] Eab Plaza
TA39,29.58690583,-96.34552167,[H] Eagle Lake Community Hospital
9PS1,40.07649944,-75.25517973,[H] Eagle Lodge-Lafayette Hill
DE01,39.66122305,-75.68298639,[H] Eagle Run
25FL,29.15080972,-82.22676139,[H] Eagles Nest Inc
MU36,38.18503194,-92.69601973,[H] Eagles Roost
6N5,40.74260166,-73.97208306,[H] East 34th Street
WN94,47.12153888,-118.37191834,[H] East Adams Rural Hospital
LS60,30.25130638,-91.08649223,[H] East Field
LS85,30.0127025,-90.18007501,[H] East Jefferson General Hospital
2CO8,40.25831305,-103.649115,[H] East Morgan County Hospital
I29,40.69472222,-89.54250001,[H] East Port
0TN9,35.95619333,-83.93823973,[H] East Tennessee Childrens Hospital
6CA4,34.24667055,-118.83537223,[H] East Valley Sheriffs Station
NK48,41.11148777,-72.33563806,[H] Eastern Long Island
JY05,39.95789055,-74.76849445,[H] Eayrestown Helistop
2G0,32.38569944,-90.18731,[H] Echelon
8PA5,40.81450833,-79.50615556,[H] Echo 8 Communications Facility
TA45,29.83161583,-95.65522362,[H] Eckels
7WA1,48.09675638,-123.48268695,[H] Eclipse
SNRF,-23.17555556,-46.93833333,[H] Ecofabril
SJUE,-23.53472222,-46.87472222,[H] Ecological Center
SIBB,-23.56444444,-46.65194444,[H] Ed. Comendador Alberto Bonfiglioli
EGEL,50.15180595,-4.26500202,[H] Eddystone Lighthouse
IL71,41.98614277,-87.66672306,[H] Edgewater Medical Center
SNZJ,-21.805,-48.17361111,[H] Edificio America
SDTG,-23.59277778,-46.68583333,[H] Edificio Atrium IV
SDTJ,-23.59583333,-46.68444444,[H] Edificio Atrium V
SSQG,-23.54555556,-46.63361111,[H] Edificio Banespa
SDNP,-23.54638889,-46.63666667,[H] Edificio Banespa - Patriarca
SDQB,-23.60083333,-46.69166667,[H] Edificio Berrini 500
SICZ,-23.57305556,-46.65805556,[H] Edificio Comercial Lorena
SIMM,-23.58722222,-46.67194444,[H] Edificio Corporate Park
SDKT,-23.56805556,-46.68388889,[H] Edificio Dacon
SIDA,-23.59416667,-46.68333333,[H] Edificio Dakota
SDTC,-23.60277778,-46.66083333,[H] Edificio Edel Trade Center
SIJF,-23.58555556,-46.68305556,[H] Edificio Faria Lima Financial Center
SIHS,-23.77305556,-46.59222222,[H] Edificio Faria Lima Premium
SDEA,-23.58305556,-46.68388889,[H] Edificio HSBC Tower
SDEF,-23.62333333,-46.69611111,[H] Edificio Morumbi Office Tower
SDKH,-21.20527778,-47.80972222,[H] Edificio New Century
SSYG,-23.59472222,-46.68555556,[H] Edificio Palladio
SJYB,-23.61027778,-46.69555556,[H] Edificio Plaza I
SIYU,-23.59944444,-46.68055556,[H] Edificio Ronaldo Sampaio Ferreira
SICX,-12.98388889,-38.45361111,[H] Edificio Salvador Trade Center
SDHY,-23.55638889,-46.66083333,[H] Edificio Sao Luiz Gonzaga
SDIW,-23.59388889,-46.68888889,[H] Edificio Sao Paulo Trade Building
SSEC,-21.21888889,-47.80444444,[H] Edificio Sequoia
SSAS,-22.91111111,-43.17611111,[H] Edificio Serrador
SJIG,-21.20638889,-47.81055556,[H] Edificio Times Square Business
SJBG,-22.90694444,-43.17472222,[H] Edificio Torre Almirante
SWDX,-22.90694444,-43.17472222,[H] Edificio Torre Almirante
SIDT,-22.90916667,-43.17888889,[H] Edise
84NJ,40.52315972,-74.39181667,[H] Edison Square
SJBI,-22.43954389,-047.70135263,[H] Edra
6TS5,33.07355277,-96.81470084,[H] Eds Administration Nr 1
TX59,33.07329194,-96.14748834,[H] Eds Administration Nr 2
1TS4,33.06845361,-96.80138917,[H] Eds Hangar
3NJ2,40.34177361,-74.71627112,[H] Educational Testing
0H9,38.90449055,-89.40146834,[H] Edw A Utlaut Meml
LL11,41.76058527,-88.15034417,[H] Edward Hospital
08MI,42.73420138,-84.536645,[H] Edward W Sparrow Hospital
75GA,32.34852555,-81.31983251,[H] Effingham County Hospital
60GA,33.79444444,-84.32027778,[H] Egleston Hospital
CD36,37.88332361,-108.83399112,[H] Egnar
2TA5,28.46972361,-96.49192,[H] EHI
PA57,40.22314166,-77.03943334,[H] Eichelberger
ID18,43.47102527,-111.99163612,[H] Eirmc
7CA8,33.76585388,-116.40556695,[H] Eisenhower Medical Center
AU17,-16.00862113,127.97999078,[H] El Questro Helipad
CO36,39.34387611,-104.46524417,[H] Elbert County
SJXK,-23.57305556,-46.6975,[H] Eldorado
NV37,35.79442666,-115.01081917,[H] Eldorado Substation
ERO,58.97105861,-135.23738223,[H] Eldred Rock Cg
SICT,-22.99611111,-47.10583333,[H] Elektro
SSDR,-20.20777778,-40.23583333,[H] Eletrocity
SIMS,-1.46083333,-48.44833333,[H] Eletronorte Belem
SNAQ,-23.15416667,-46.77972222,[H] Elisa
AL22,34.79397666,-87.68336223,[H] Eliza Coffee Memorial Hospital
55CO,39.36248833,-104.59969306,[H] Elizabeth Emergency
NJ74,40.56260416,-74.307925,[H] Elizabethtown Helistop
3OR5,44.86012027,-123.03842834,[H] Elkins
DE24,39.11150138,-75.50547834,[H] Elliott
WA55,47.61982027,-122.3606825,[H] Elliott Park
4IA1,42.52470194,-93.242425,[H] Ellsworth Municipal Hospital
6PS0,40.86728555,-80.27617334,[H] Ellwood City Hospital
AK91,61.23972861,-149.74942445,[H] Elmendorf Hospital
42NJ,39.58844777,-75.18129362,[H] Elmer Community Hospital
72NJ,40.31733222,-74.15958695,[H] Elmport
NJ37,40.75343416,-74.21709,[H] Elmwood Park
13L,34.43027222,-119.91208362,[H] Elwood Onshore Facility
0MN7,47.89962638,-91.87292112,[H] Ely Bloomenson
93GA,32.59295027,-82.34734862,[H] Emanuel County Hospital
7OR5,45.54317333,-122.67009612,[H] Emanuel Hospital
CA58,37.51215638,-120.83937139,[H] Emanuel Medical Center
SIXC,-23.52555556,-46.69944444,[H] EMBRASE
03X,25.81565305,-80.14143473,[H] Emergency
3AZ3,36.91721083,-111.46376862,[H] Emergency Medical
TA62,29.75661694,-95.36243806,[H] Emergency-1 Houston Center
0MO9,38.729495,-90.27844612,[H] Emerson
ME02,44.80701527,-68.75253556,[H] Emmc
7GA8,33.79232722,-84.32548,[H] Emory University Hospital
8PS3,41.39452333,-75.73491445,[H] Empire
2NJ4,40.13844583,-74.44709528,[H] Employee Overflow-Parking Lot
SDEU,-23.38472222,-46.83166667,[H] Empresarial Anhanguera
SDGN,-8.13166667,-34.90416667,[H] Empresarial Pontes Corporate Centrer
I01,41.48030861,-88.14394862,[H] Empress River Casino
68FL,28.00307527,-82.42898278,[H] EMS
6LA9,29.57521444,-90.70564556,[H] Energy
5II3,39.28865833,-86.34721389,[H] Engdahl Farm - Moonstraka
60L,34.12667388,-118.40702389,[H] Engine Co Nr 108
61L,34.13083972,-118.49063778,[H] Engine Co Nr 109
18VA,37.10375361,-79.30113473,[H] English
15OK,36.42114416,-97.84561251,[H] Enid State School
CL37,39.74238305,-121.84997778,[H] Enloe Hospital
YENO,-27.42375700,152.98288300,[H] Enoggera HLS
VT50,44.913935,-72.80513445,[H] Enosburg Falls Armory
40NY,40.76620916,-73.26539473,[H] Entenmanns
20NJ,40.55482583,-74.41987362,[H] Enzon South Plainfield
SIFP,-24.52944444,-47.85083333,[H] EPCCO
74LA,29.82243166,-92.13818223,[H] ERA
25LA,29.64576555,-91.11926751,[H] Era - Morgan City
7AK7,63.73843194,-148.88174973,[H] Era Denali
24LA,29.78438805,-93.29737501,[H] Era Helicopters Cameron Base
2TA7,29.69633027,-93.95655778,[H] Era Helicopters Sabine Base
LS52,29.28744222,-89.36783167,[H] Era Helicopters Venice Base
LA70,29.91712222,-92.05162223,[H] Erath
UI44,60.36334372,107.75965204,[H] Erema
SDEB,-23.06194444,-45.7825,[H] Ericson do Brasil
SDMP,-23.3,-46.59916667,[H] Erik
0TN8,35.04924027,-85.29051278,[H] Erlanger Medical Center
UI45,52.17942912,104.35067605,[H] Ershi Zaliv
LSXE,46.834199,8.638606,[H] Erstfeld
SWES,-15.79111111,-47.895,[H] ESAT Aerotaxi
SJXD,-20.64027778,-46.00361111,[H] Escarpas
SWUD,-20.63611111,-46.00416667,[H] Escarpas do Lago
SSWI,-23.15722222,-46.32083333,[H] Escas-Ipe
4II5,41.595,-87.49250001,[H] Escc
SDOP,-22.89555556,-47.19,[H] ESM Sigma Pharma 2
SSEM,-27.00666667,-48.60888889,[H] Esplanada das Marinas
0NJ7,40.73777777,-74.11888889,[H] Essex Generating Station
SJAJ,-25.43833333,-49.26722222,[H] Estacao Convention Center
SWRN,-3.14277778,-59.95,[H] Estacao Naval do Rio Negro
SDVX,-21.86694444,-47.62833333,[H] Estancia Flamboyants
SJAM,-23.24833333,-46.57111111,[H] Estancia Lajota
SSUJ,-23.60722222,-47.26305556,[H] Estrada do Iate Clube
2TX9,29.74106111,-95.17076612,[H] Ethyl Corp
SDGD,-22.99416667,-48.56833333,[H] Eucatex
YEDD,-34.18046129,139.08884644,[H] EUDUNDA
0AR9,36.40007138,-93.74352667,[H] Eureka Springs Hospital
SIEK,-20.82277778,-49.39,[H] Euripedes Mineiro de Mello
5PS7,40.97925138,-76.88579834,[H] Evangelical Community Hospital East
WN71,47.63037694,-122.17623417,[H] Evans
WN91,47.67426611,-122.07373334,[H] Evans
0IS2,42.09308305,-87.85256584,[H] Evanston Glenbrook
3IL8,42.06475166,-87.68450334,[H] Evanston Hospital-Golf Course Site
9IS6,42.06169638,-87.67394723,[H] Evanston Water Plant
MD44,39.65371055,-77.18359445,[H] Evapco
98CA,34.04473194,-118.44480139,[H] Everest & Jennings Helistop Nr 1
ID30,43.77212972,-114.40643695,[H] Everett
13LA,29.78355416,-93.20848473,[H] Evergreen
1VA4,38.937055,-77.81916112,[H] Evergreen
3WA8,47.93315194,-122.18457639,[H] Evergreen General Hospital
51XS,29.69327472,-93.96683584,[H] Evergreen Helicopters
NV29,36.09802722,-115.17555389,[H] Excalibur Hotel Casino
MI79,42.33337027,-83.44993473,[H] Executive
72MU,39.28055694,-94.67134667,[H] Executive Hills Polo Club
6II1,37.97170861,-87.56557056,[H] Executive Inn
NH57,42.9820325,-70.93616723,[H] Exeter Hospital
LL36,40.76253694,-89.61676389,[H] Exposition Gardens
50NJ,39.95233472,-75.08406251,[H] Express Marine
PN39,40.01871777,-75.63632306,[H] Exton
AL67,30.53075,-88.10999945,[H] Exxon
0LA7,29.25578277,-89.96757167,[H] Exxon
2AL4,30.43111111,-88.17916667,[H] Exxon Gas Plant
2LA3,29.82493138,-92.13290417,[H] Exxon Intracoastal City Terminal
52NJ,40.63871249,-74.86822195,[H] Exxon Research & Engineering Co.
17VA,37.28094388,-82.10207778,[H] F.B. Fowler
SDIY,-23.69888889,-46.56166667,[H] Fab. de Motores Rolls Royce
MU28,38.54033111,-90.44178639,[H] Fabick
IS98,37.72949388,-88.90506834,[H] Fabick Five
IS28,38.62615944,-88.96311612,[H] Fabick Three
57MO,36.86866361,-89.57841306,[H] Fabick Two
MU99,38.525,-90.45388889,[H] Fabick-Colmarile
SIXY,-3.9025,-38.50027778,[H] Fabrica Fortaleza
AU24,-19.46574588,146.34018039,[H] Facility1
SNZN,-3.74888889,-38.45833333,[H] Fagulha
4IL0,40.74170111,-88.50561195,[H] Fairbury Hospital Emergency
68OK,36.56671388,-96.71697695,[H] Fairfax
26VA,38.85316805,-77.37304167,[H] Fairfax County Police
72VA,38.85705638,-77.22637084,[H] Fairfax Hospital
OK18,35.47583333,-97.56972223,[H] Fairground
MI40,42.32087083,-83.21937167,[H] Fairlane Plaza
48GA,32.53294527,-82.9509775,[H] Fairview Park Hospital
06KY,37.52592388,-83.34515084,[H] Falcon
MU90,38.95695111,-94.37661695,[H] Falcon
FA25,28.47667111,-81.458405,[H] Falcon
CO79,38.70333333,-104.52333334,[H] Falcon LRRS Helipad
NH79,43.04064083,-71.12561639,[H] Falcon Station
MA37,41.56510833,-70.62447417,[H] Falmouth Hospital
SDRL,-23.56722222,-46.69277778,[H] Faria Lima
SJOZ,-23.58805556,-46.68222222,[H] Faria Lima Square
60MO,37.78060666,-90.43873389,[H] Farmington Regional Medical Center
90TA,32.86679166,-96.54054556,[H] Faulkner Point
8VA3,38.71150694,-77.80943778,[H] Fauquier Hospital Emergency Transport
35OI,40.01061972,-83.018795,[H] Fawcett Center For Tomorrow
YFAP,-37.71388369,144.97204890,[H] FAWKNER PARK
3AL0,33.70916666,-87.82361112,[H] Fayette County Hospital
II61,39.65671388,-85.13218334,[H] Fayette Memorial Hospital
19W,35.09044138,-78.87474723,[H] Fayetteville Vamc
SJGQ,-18.86083333,-48.50333333,[H] Fazenda Alebisa
SSEN,-14.12055556,-39.82888889,[H] Fazenda Baviera
SJBB,-23.005,-46.56777778,[H] Fazenda Boa Esperanca
SJBM,-23.36138889,-47.56861111,[H] Fazenda Boa Vista
SIVT,-20.28361111,-44.11444444,[H] Fazenda Boa Vitoria
SIDI,-19.82944444,-43.63027778,[H] Fazenda Cachoeira
SSUE,-21.95111111,-42.89888889,[H] Fazenda Cachoeirao
SICC,-22.38888889,-47.28666667,[H] Fazenda Campo Alto
SWNY,-21.53472222,-47.68583333,[H] Fazenda Canaa
SJCT,-20.47416667,-44.78277778,[H] Fazenda da Mata
SSNX,-22.21333333,-47.73666667,[H] Fazenda da Toca
SJOA,-23.17861111,-45.47111111,[H] Fazenda Fortaleza
SDFG,-22.65888889,-44.46555556,[H] Fazenda Guanabara
SDGI,-22.92277778,-46.90694444,[H] Fazenda Guariroba
SJQM,-3.65083333,-45.20277778,[H] Fazenda Lago Azul
SDAZ,-22.20555556,-43.095,[H] Fazenda Laranjeiras
SNGF,-8.19138889,-35.50472222,[H] Fazenda Manaca
SDNM,-22.4475,-43.12833333,[H] Fazenda Marambaia
SIKS,-22.44277778,-43.10666667,[H] Fazenda Mata Porcos
SNEX,-20.79305556,-47.79611111,[H] Fazenda Melado
SJMB,-23.01611111,-44.28916667,[H] Fazenda Mombaca
SJAP,-22.915,-46.98416667,[H] Fazenda Mrajan
SDFJ,-22.95222222,-47.75972222,[H] Fazenda Murungaba
SJTX,-3.73138889,-45.27333333,[H] Fazenda Nelore
SDSG,-22.7525,-48.52111111,[H] Fazenda Nossa Senhora da Conceicao
SINY,-8.16,-36.19694444,[H] Fazenda Nova
SNKA,-23.25388889,-48.9075,[H] Fazenda Perto D'Agua
SDQI,-23.07222222,-47.09083333,[H] Fazenda Quilombo
SNRO,-22.31333333,-48.01888889,[H] Fazenda Salto de Bota
SIZP,-23.05611111,-47.07916667,[H] Fazenda Sant' Anna da Grama
SDCP,-22.73666667,-46.74638889,[H] Fazenda Sant'anna
SDXL,-22.03777778,-42.33694444,[H] Fazenda Santa Clara
SDFS,-22.09222222,-48.34694444,[H] Fazenda Santa Gertrudes
SIXR,-23.55,-47.36666667,[H] Fazenda Santa Maria
SDXX,-22.50944444,-44.75083333,[H] Fazenda Santa Vitoria
SIZJ,-20.97944444,-48.44722222,[H] Fazenda Santa Zelia
SNGY,-23.06833333,-46.82666667,[H] Fazenda Santapazienza
SJPZ,-3.11611111,-45.01277778,[H] Fazenda Santo Antonio
SDEH,-22.37805556,-47.325,[H] Fazenda Santo Antonio
SJUI,-22.38222222,-47.00833333,[H] Fazenda Sao Francisco
SJBL,-22.33,-47.48861111,[H] Fazenda Sao Jose
SDLD,-24.19555556,-48.64277778,[H] Fazenda Sao Miguel
SIKG,-24.19555556,-48.64277778,[H] Fazenda Sao Miguel
SDQO,-22.91722222,-46.84555556,[H] Fazenda Sao Quirino
SDUW,-21.64194444,-46.34222222,[H] Fazenda Sertaozinho
SNOR,-22.59694444,-46.85361111,[H] Fazenda Sesmaria
SWWP,-15.85111111,-47.80777778,[H] Fazenda Taboca
SJFC,-23.55833333,-46.65222222,[H] Fed. Comercio do Estado de Sao Paulo
SDFV,-23.52166667,-46.66722222,[H] Federacao Paulista de Futebol
5MA0,42.39648472,-71.21616639,[H] Federal Center
2PN8,39.93677944,-75.15045473,[H] Federal Reserve Bank
1MD5,39.19205083,-77.10664639,[H] Federal Support Center
SNMQ,-26.31638889,-48.86583333,[H] Felipe Hansen
6MA4,42.59731611,-70.97032973,[H] Ferncroft Village
4PS9,40.59867666,-79.58115584,[H] Ferrante
12T,32.52958166,-96.72832834,[H] Ferris Red Oak Municipal
WN82,48.65266277,-118.73030639,[H] Ferry County Memorial Hospital
EDIG,49.38412090,011.18264290,[H] FEUCHT AAF
UT01,40.71666666,-111.88944445,[H] Fhp Hospital
LI89,45.030905,7.664792,[H] Fiat pista di prova Lingotto Torino
LI90,45.030143,7.63803,[H] Fiat pista di prova Mirafiori Torino
LI88,44.983697,7.508155,[H] Fiat pista di prova Rivalta Torino
CL32,34.05362277,-118.26451862,[H] FIB Administration & Operations Buildi
SIMC,-22.71138889,-47.14111111,[H] FIC
5NJ0,40.63343527,-74.73293973,[H] Fiddlers Elbow Country Club
SJWK,-3.73944444,-38.50888889,[H] FIEC
SNHF,-15.77361111,-47.81666667,[H] Figaro
25OK,35.60842833,-95.05023362,[H] Fin & Feather Resort
1TA0,29.61106194,-95.01048334,[H] Fina Bayport
2IA1,42.49583611,-90.68484945,[H] Finley Hospital
EIFR,54.49308908,-008.23906831,[H] Finner Camp
73TS,32.78735083,-96.73472112,[H] Fire Department Training Center
68X,27.95196583,-82.45426084,[H] Fire Station No. 1
9VA7,37.35487083,-77.41553806,[H] Fire Station No. 14
15OI,41.43616194,-82.71101612,[H] Firelands Community Hospital Nr 1
OI87,41.44505083,-82.71184945,[H] Firelands Community Hospital Nr 2
JY09,40.33399638,-74.61682334,[H] Firmenich Incorporated
IL69,41.80003361,-87.62782778,[H] First Area Police Hdqtrs
TS17,29.73439611,-95.50077528,[H] First Bank Plaza Garage
4TS0,29.75383916,-95.36549362,[H] First City Financial Center
CL34,34.26861388,-118.71786834,[H] First Interstate Bank
CA93,33.75362833,-117.86783334,[H] First Interstate Bank Bldg
CL05,37.54799166,-121.98023834,[H] First Interstate Bank Operations Cente
MU95,38.79810527,-90.2362225,[H] First Precinct Police
FD23,25.75593277,-80.13865695,[H] Fisher Island
10FL,24.71041916,-81.09451778,[H] Fishermens Hospital Emergency Helistop
WN12,47.1492625,-122.87013917,[H] Fishtrap
MA38,42.57981138,-71.828685,[H] Fitchburg Paper Company
9GA7,31.69796416,-83.26015473,[H] Fitzgerald Jr Womans Hospital
PS59,39.92705694,-75.26907278,[H] Fitzgerald Mercy Hospital
9MO2,39.11252194,-93.18909223,[H] Fitzgibbon Hospital
CD30,38.38332416,-107.41728028,[H] Fitzpatrick
2AK3,57.26993638,-133.63145139,[H] Five Finger Cg
38FL,29.86219138,-81.31673862,[H] Flagler Hospital
AZ23,35.2236225,-111.58321584,[H] Flagstaff Mall
3AZ0,35.20834444,-111.64349473,[H] Flagstaff Medical Center East
SSWY,-23.04861111,-47.16722222,[H] Flamboyant
SJHR,-2.52027778,-44.13722222,[H] Flamboyant
SIKL,-16.70972222,-49.23861111,[H] Flamboyant
CA34,37.37355138,-121.88023334,[H] Flea Port
SDZD,-23.42527778,-47.36194444,[H] Flextronics Internacional
TX90,32.80207361,-97.18334584,[H] Flight Safety Texas
YFNI,-14.17664540,144.23318365,[H] FLINDERS ISLAND (QLD)
YFND,-38.36831691,145.18874026,[H] FLINDERS NAVAL DEPOT
76MU,39.43059083,-92.43351445,[H] Flobec
8X1,28.03363222,-81.94702639,[H] Florida Federal Office Building Helist
37X,28.57555611,-81.36840251,[H] Florida Hospital
